Upregulated Samples, defined as normalization > 2

60_E6.d,i6A,io6A,oQ_163,oQ_295
99_H5.d,m2G,ac4C,m1A,m22G,m3C,m5C,m5Um
106_H11.d,ac4C,m5Um,mcmo5U_315
