C,[49.5, 48.28, 47.16, 37.73, 35.42, 41.35, 38.88, 59.31, 47.19, 38.08, 33.34, 43.98, 46.94, 39.0, 26.93, 31.64, 44.34, 46.94, 42.5, 37.46, 39.02, 43.91, 37.6, 34.68, 39.33, 35.48, 54.25, 46.85, 52.79, 41.22, 52.56, 49.66, 32.23, 33.88, 44.94, 35.43, 44.48, 49.09, 53.98, 45.71, 52.11, 42.9, 46.57, 34.64, 35.74, 34.7, 39.87, 36.06, 37.55, 34.83, 51.47, 41.66, 41.27, 44.19, 40.35, 29.56, 37.62, 35.22, 40.71, 35.53, 11.78, 34.65, 49.61, 45.68, 46.37, 33.81, 39.87, 31.69, 33.21, 37.22, 36.68, 35.12, 37.28, 38.94, 46.74, 38.0, 39.47, 40.33, 43.77, 31.11, 37.1, 36.59, 41.69, 33.9, 36.46, 36.04, 43.02, 39.36, 41.33, 31.42, 35.26, 47.67, 44.38, 48.57, 36.73, 29.45]
G,[88.24, 91.04, 88.88, 78.93, 65.89, 75.7, 75.25, 108.18, 87.86, 74.72, 68.76, 79.16, 82.06, 72.02, 52.93, 61.0, 84.04, 81.4, 80.75, 68.13, 68.79, 74.21, 68.94, 64.13, 64.07, 68.26, 100.54, 85.6, 90.15, 70.55, 94.44, 91.4, 63.37, 63.46, 79.85, 65.29, 78.83, 88.95, 91.48, 79.77, 86.47, 77.12, 79.03, 55.82, 67.28, 65.26, 71.71, 63.89, 66.15, 58.53, 89.68, 72.7, 75.45, 74.99, 70.68, 56.01, 72.56, 65.01, 77.32, 61.98, 67.94, 72.31, 83.76, 72.47, 82.03, 63.0, 76.27, 56.35, 62.81, 70.65, 61.68, 62.87, 67.0, 64.04, 78.61, 66.51, 69.42, 69.39, 80.68, 63.57, 71.47, 68.48, 70.35, 60.92, 74.67, 64.69, 75.08, 70.71, 67.79, 57.72, 59.78, 89.18, 81.39, 90.12, 73.46, 55.21]
A,[61.46, 64.01, 60.92, 53.6, 46.71, 55.44, 52.81, 75.11, 59.86, 53.24, 47.46, 55.01, 59.84, 50.27, 35.99, 45.02, 57.79, 56.13, 55.9, 48.26, 50.87, 54.64, 50.08, 46.98, 45.95, 48.01, 69.88, 59.27, 63.51, 52.59, 65.7, 66.37, 43.23, 47.19, 53.89, 45.12, 53.74, 62.11, 65.01, 56.13, 61.68, 56.13, 57.89, 40.65, 45.53, 45.78, 48.68, 46.68, 49.81, 42.78, 64.27, 50.2, 52.2, 54.73, 48.39, 37.88, 50.43, 45.31, 52.88, 44.2, 47.39, 49.83, 60.94, 53.48, 56.94, 44.47, 54.2, 39.99, 44.43, 48.29, 44.81, 44.11, 48.15, 46.2, 57.99, 47.84, 49.5, 48.84, 59.52, 45.41, 49.11, 50.01, 51.26, 42.78, 51.93, 46.92, 54.34, 48.62, 48.43, 39.46, 43.33, 59.21, 58.39, 65.0, 50.5, 40.53]
U,[35.0, 37.26, 34.66, 30.77, 27.17, 31.83, 30.02, 43.3, 34.87, 30.92, 26.29, 31.53, 34.71, 29.34, 21.61, 26.31, 33.21, 32.29, 32.86, 27.17, 28.85, 31.24, 29.12, 26.45, 26.43, 27.22, 39.84, 33.82, 36.42, 29.84, 38.26, 37.19, 24.87, 26.88, 30.58, 26.09, 31.36, 35.34, 37.27, 32.72, 35.54, 32.56, 33.68, 23.47, 27.42, 26.46, 28.55, 27.33, 28.47, 24.75, 37.57, 28.79, 29.85, 32.19, 28.52, 21.95, 29.06, 26.17, 30.53, 25.52, 26.83, 27.82, 35.43, 30.92, 32.97, 26.06, 31.49, 23.07, 26.56, 28.42, 25.31, 25.57, 27.65, 26.79, 33.4, 27.98, 28.8, 28.65, 34.5, 26.18, 27.47, 28.24, 29.59, 24.4, 29.57, 27.41, 31.48, 29.33, 27.61, 22.95, 25.81, 36.36, 32.84, 36.7, 28.91, 23.26]
m1G,[]
m2G,[]
I,[]
ho5U,[]
