"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +/- TIC Scan 02_A1.d    ***NO DATA POINTS***"
"No integration results available"
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"5" ,3.936,3.969,4.018,7.76,15.80,1.47,4.67,0.97,0.081,0.031,46.30,46.29,3.928,3.936,4.009,4.034,45.90,45.96,1.12,53.69,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"6" ,4.123,4.221,4.351,166.18,1073.45,100.00,100.00,66.05,0.228,0.110,46.04,55.91,4.099,4.123,4.343,4.351,46.04,46.21,1.56,212.29,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"7" ,4.351,4.383,4.497,26.54,89.28,8.32,15.97,5.49,0.146,0.053,55.91,46.31,4.343,4.351,4.489,4.505,46.21,46.31,1.97,72.77,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"8" ,4.507,4.562,4.570,16.20,29.19,2.72,9.75,1.80,0.063,0.042,46.32,57.39,4.489,4.505,4.570,4.578,46.32,46.36,0.51,62.56,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"9" ,4.570,4.594,4.657,15.19,34.15,3.18,9.14,2.10,0.087,0.034,57.39,46.43,4.570,4.578,4.651,4.659,46.36,46.43,1.65,61.57,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"10" ,4.659,4.692,4.733,6.88,11.64,1.08,4.14,0.72,0.073,0.030,46.43,46.48,4.651,4.659,4.748,4.789,46.43,46.48,0.90,53.33,,,  ,201.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"11" ,4.793,4.846,4.886,9.46,21.25,1.98,5.69,1.31,0.093,0.034,46.53,47.96,4.748,4.789,4.870,4.886,46.53,46.59,0.91,56.02,,,  ,201.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@12.0 (333.1 -> 183.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,3.012,3.071,3.205,14.07,88.96,93.87,46.77,17.03,0.193,0.108,50.48,49.15,3.005,3.021,3.202,3.210,50.48,49.15,2.44,64.14,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,3.464,3.472,3.491,4.58,3.44,3.63,15.24,0.66,0.027,0.017,59.70,59.78,3.357,3.381,3.496,3.504,59.70,59.78,2.34,64.31,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,3.512,3.537,3.544,7.19,5.37,5.66,23.91,1.03,0.032,0.015,59.85,59.94,3.496,3.504,3.594,3.602,59.85,59.94,0.27,67.12,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"4" ,3.646,3.668,3.670,2.80,1.83,1.93,9.32,0.35,0.024,0.013,60.25,60.32,3.635,3.643,3.676,3.700,60.25,60.32,0.10,63.12,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"5" ,3.710,3.733,3.742,6.88,6.33,6.68,22.87,1.21,0.033,0.022,60.44,60.54,3.676,3.700,3.790,3.798,60.44,60.54,0.33,67.39,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"6" ,3.872,3.896,3.920,5.99,6.48,6.84,19.90,1.24,0.048,0.025,53.62,53.36,3.839,3.863,3.928,3.953,53.62,53.36,0.68,59.48,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"7" ,3.958,3.985,4.041,11.51,20.63,21.77,38.28,3.95,0.083,0.026,53.16,52.72,3.928,3.953,4.050,4.067,53.16,52.72,0.66,64.53,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"8" ,4.069,4.107,4.132,20.45,45.77,48.29,67.99,8.76,0.062,0.040,52.57,62.22,4.050,4.067,4.164,4.172,52.57,52.23,1.96,72.81,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"9" ,4.132,4.196,4.234,29.58,94.77,100.00,98.34,18.14,0.103,0.035,62.22,51.68,4.164,4.172,4.229,4.237,52.23,51.68,0.90,81.46,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"10" ,4.238,4.270,4.329,30.08,75.14,79.29,100.00,14.38,0.091,0.041,51.66,51.18,4.229,4.237,4.343,4.359,51.66,51.18,1.85,81.57,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"11" ,4.363,4.392,4.409,11.80,15.50,16.36,39.22,2.97,0.046,0.024,51.00,50.75,4.343,4.359,4.440,4.473,51.00,50.75,0.29,62.64,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"12" ,4.489,4.513,4.586,22.88,54.47,57.47,76.06,10.42,0.098,0.032,50.32,51.75,4.440,4.473,4.562,4.595,50.32,49.80,2.90,73.07,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"13" ,4.586,4.611,4.629,4.21,5.89,6.21,13.98,1.13,0.043,0.028,51.75,49.57,4.562,4.595,4.676,4.708,49.80,49.57,0.21,53.87,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"14" ,4.717,4.741,4.747,3.21,2.17,2.29,10.69,0.42,0.030,0.017,49.10,48.94,4.676,4.708,4.749,4.757,49.10,48.94,0.26,52.19,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"15" ,4.763,4.789,4.830,16.77,33.18,35.01,55.77,6.35,0.067,0.031,48.85,49.17,4.749,4.757,4.822,4.830,48.85,48.50,1.49,65.49,,,  ,183.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"16" ,4.830,4.862,4.967,21.89,62.61,66.06,72.78,11.98,0.137,0.052,49.17,46.06,4.822,4.830,4.951,5.000,46.42,46.06,1.68,68.23,,,  ,183.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@4.0 (259.0 -> 113.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,3.732,3.778,3.852,16.00,69.60,1.29,1.19,1.21,0.120,0.090,54.34,55.32,3.697,3.729,3.868,3.925,54.34,54.92,1.50,70.56,,,  ,113.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,4.247,4.308,4.430,1342.23,5396.77,100.00,100.00,93.55,0.183,0.062,54.55,69.22,4.210,4.242,4.430,4.446,54.55,57.07,1.94,1397.62,,,  ,113.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,4.430,4.462,4.494,30.50,64.36,1.19,2.27,1.12,0.065,0.035,69.22,60.11,4.430,4.446,4.559,4.592,57.07,57.97,0.97,88.02,,,  ,113.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"4" ,4.973,5.176,5.196,72.69,238.16,4.41,5.42,4.13,0.224,0.011,53.96,47.22,5.038,5.095,5.192,5.200,49.94,47.22,0.09,120.16,,,  ,113.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@8.0 (298.0 -> 166.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.608,4.686,4.865,103476.00,414296.73,100.00,100.00,97.44,0.257,0.060,93.75,544.87,4.483,4.604,4.857,4.865,93.75,96.41,1.57,103570.55,,,  ,166.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,4.865,4.913,5.059,2286.99,10872.79,2.62,2.21,2.56,0.194,0.070,544.87,120.29,4.857,4.865,5.051,5.076,96.41,98.42,1.78,2383.90,,,  ,166.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@8.0 (298.0 -> 152.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.621,4.702,4.889,31755.67,128710.16,100.00,100.00,100.00,0.269,0.061,56.19,146.92,4.588,4.621,4.946,4.970,54.83,57.21,1.39,31811.22,,,  ,152.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@6.0 (283.0 -> 151.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.305,4.387,4.589,11559.84,46913.76,100.00,100.00,89.23,0.284,0.060,55.03,79.82,4.159,4.216,4.646,4.671,55.03,58.43,1.44,11615.84,,,  ,151.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,5.054,5.110,5.245,1426.55,5073.46,10.81,12.34,9.65,0.191,0.053,63.61,62.28,4.971,5.020,5.240,5.256,63.61,62.28,1.74,1489.77,,,  ,151.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,5.387,5.460,5.541,151.20,587.49,1.25,1.31,1.12,0.155,0.050,91.04,63.99,5.379,5.419,5.525,5.582,61.29,60.22,0.69,211.98,,,  ,151.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@12.0 (282.0 -> 136.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.684,4.761,4.923,9750.85,38450.68,64.20,93.15,39.10,0.239,0.060,62.33,90.57,4.663,4.671,4.923,4.931,62.33,67.24,1.54,9814.76,,,  ,136.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,5.412,5.534,5.745,10468.37,59895.23,100.00,100.00,60.90,0.334,0.090,113.51,206.95,5.379,5.412,5.737,5.745,95.27,151.98,1.42,10584.38,,,  ,136.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@4.0 (259.0 -> 127.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.297,4.381,4.616,7036.80,29369.65,100.00,100.00,100.00,0.319,0.062,95.10,103.01,4.258,4.275,4.697,4.713,95.10,73.94,1.57,7126.33,,,  ,127.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@8.0 (298.0 -> 166.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.605,4.686,4.857,99649.59,395070.71,100.00,100.00,97.34,0.252,0.059,85.95,527.50,4.531,4.564,4.857,4.865,85.95,87.52,1.55,99736.05,,,  ,166.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,4.857,4.922,5.116,2342.71,10792.73,2.73,2.35,2.66,0.260,0.064,527.50,112.72,4.857,4.865,5.100,5.133,87.52,89.14,1.39,2430.64,,,  ,166.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@16.0 (282.0 -> 150.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.289,4.387,4.590,334372.08,1373009.75,100.00,100.00,100.00,0.301,0.062,58.19,1012.75,4.216,4.273,4.826,4.834,55.83,61.78,1.41,334429.84,,,  ,150.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@4.0 (317.2 -> 185.1) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,3.848,3.978,4.084,9.09,56.60,22.58,23.14,8.99,0.236,0.077,45.82,45.83,3.840,3.905,4.027,4.149,42.08,45.72,1.23,53.18,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,4.155,4.197,4.240,12.76,28.54,11.38,32.50,4.53,0.085,0.036,46.82,48.13,4.027,4.149,4.262,4.327,46.82,48.13,1.27,60.23,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,4.431,4.458,4.466,4.38,3.34,1.33,11.16,0.53,0.034,0.016,51.07,51.60,4.417,4.425,4.482,4.490,51.07,51.60,0.35,55.86,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"4" ,4.506,4.522,4.547,6.18,9.14,3.65,15.73,1.45,0.040,0.029,50.36,49.40,4.482,4.490,4.563,4.595,50.36,49.40,1.42,56.15,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"5" ,4.669,4.685,4.728,13.71,20.40,8.14,34.92,3.24,0.059,0.030,54.73,55.64,4.563,4.595,4.742,4.766,54.73,55.64,2.48,68.69,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"6" ,4.766,4.799,4.807,11.10,17.68,7.05,28.25,2.81,0.041,0.032,52.98,52.59,4.742,4.766,4.815,4.823,52.98,52.59,0.23,63.76,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"7" ,4.831,4.872,4.902,14.11,33.52,13.37,35.94,5.33,0.071,0.053,57.23,58.32,4.815,4.823,4.929,4.937,57.23,58.32,0.83,71.97,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"8" ,5.106,5.115,5.139,7.06,6.65,2.65,17.98,1.06,0.033,0.023,61.46,61.97,5.034,5.058,5.148,5.156,61.46,61.97,2.83,68.66,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"9" ,5.197,5.213,5.229,5.40,4.56,1.82,13.76,0.72,0.033,0.037,61.98,60.44,5.188,5.205,5.237,5.237,61.98,60.44,0.52,66.61,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"10" ,5.246,5.278,5.286,4.28,8.00,3.19,10.91,1.27,0.041,0.036,58.89,62.82,5.237,5.237,5.327,5.335,58.89,62.82,0.80,66.32,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"11" ,5.353,5.376,5.390,7.03,7.15,2.85,17.91,1.14,0.037,0.024,65.27,65.83,5.327,5.335,5.400,5.408,65.27,65.83,0.59,72.65,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"12" ,5.412,5.441,5.454,10.41,11.56,4.61,26.52,1.84,0.042,0.017,66.17,66.82,5.400,5.408,5.498,5.506,66.17,66.82,0.29,77.03,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"13" ,5.539,5.572,5.588,27.87,48.92,19.51,70.98,7.77,0.049,0.043,68.13,81.79,5.498,5.506,5.588,5.604,68.13,68.88,1.11,96.50,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"14" ,5.588,5.645,5.743,39.27,250.68,100.00,100.00,39.83,0.155,0.115,81.79,84.68,5.588,5.604,5.735,5.751,68.88,71.26,1.87,109.03,,,  ,185.1,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"15" ,5.743,5.784,5.837,32.67,122.65,48.93,83.19,19.49,0.094,0.070,84.68,72.71,5.735,5.751,5.841,5.849,71.26,72.71,1.07,104.56,,,  ,185.1,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V CID@4.0 (286.0 -> 154.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,3.898,3.963,4.010,18.62,78.61,9.58,9.81,3.62,0.113,0.071,65.08,57.66,3.889,3.947,4.004,4.053,56.86,57.66,0.61,75.95,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,4.046,4.077,4.124,22.30,51.09,6.22,11.74,2.35,0.079,0.040,57.91,58.47,4.004,4.053,4.174,4.305,57.91,58.47,1.61,80.43,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,4.484,4.508,4.557,12.90,28.61,3.49,6.79,1.32,0.073,0.121,59.85,51.56,4.362,4.484,4.557,4.614,59.85,51.56,0.28,69.99,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"4" ,4.884,4.931,4.997,138.99,383.37,46.71,73.18,17.65,0.113,0.043,63.86,64.67,4.646,4.874,5.053,5.118,63.86,64.67,1.29,203.19,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"5" ,5.145,5.199,5.224,74.85,208.72,25.43,39.41,9.61,0.079,0.060,65.72,108.99,5.053,5.118,5.224,5.232,65.72,66.28,0.71,140.95,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"6" ,5.224,5.289,5.370,189.92,820.76,100.00,100.00,37.78,0.147,0.064,108.99,91.50,5.224,5.232,5.346,5.378,66.28,67.32,1.38,256.67,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"7" ,5.370,5.395,5.438,36.54,93.94,11.45,19.24,4.32,0.068,0.070,91.50,67.80,5.346,5.378,5.435,5.452,67.32,67.80,0.78,104.03,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"8" ,5.454,5.476,5.499,20.07,30.13,3.67,10.57,1.39,0.046,0.029,67.91,68.24,5.435,5.452,5.500,5.533,67.91,68.24,1.11,88.14,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"9" ,5.539,5.582,5.590,37.76,69.26,8.44,19.88,3.19,0.051,0.058,68.52,95.07,5.500,5.533,5.590,5.614,68.52,68.88,1.02,106.59,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"10" ,5.590,5.647,5.753,54.83,260.72,31.77,28.87,12.00,0.163,0.087,95.07,66.78,5.590,5.614,5.745,5.769,65.54,66.78,1.67,120.81,,,  ,154.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"11" ,5.753,5.818,5.849,37.74,147.16,17.93,19.87,6.77,0.096,0.078,66.78,52.89,5.745,5.769,5.851,5.868,52.57,52.89,0.40,90.52,,,  ,154.0,,,,,,,,,,,

"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d"," +ESI MRM Frag=166.0V (317.0 -> 171.0) 02_A1.d "
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"1" ,4.003,4.035,4.084,5.39,12.98,2.66,5.69,0.76,0.081,0.036,45.79,46.84,3.905,3.929,4.076,4.084,45.79,45.79,1.64,51.18,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"2" ,4.084,4.197,4.295,20.38,103.27,21.18,21.53,6.03,0.211,0.071,46.84,46.03,4.076,4.084,4.287,4.295,45.79,45.79,0.86,66.17,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"3" ,4.295,4.327,4.481,3.56,10.85,2.23,3.77,0.63,0.186,0.045,46.03,45.79,4.287,4.295,4.474,4.490,45.79,45.79,2.07,49.35,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"4" ,4.653,4.685,4.750,9.29,18.01,3.69,9.81,1.05,0.098,0.030,45.79,46.01,4.587,4.652,4.832,4.840,45.79,45.79,1.22,55.07,,,  ,171.0,,,,,,,,,,,
"D:\Masshunter_6495_data\093021\PA14-half plate 1-small\02_A1.d" ,"5" ,4.840,4.872,4.937,7.20,13.62,2.79,7.60,0.80,0.097,0.030,45.79,45.81,4.832,4.840,4.937,5.010,45.79,45.79,1.14,52.98,,,  ,171.0,,,,,,,,,,,
